timestamp,datetime,connected,ping_time,jitter,packet_loss,udp_time,socket_time,http_time
1743669597.851163,2025-04-03 11:39:57,1,19.666666666666668,2.3094010767585034,0.0,21.695852279663086,41.33796691894531,308.2149028778076
1743669601.281937,2025-04-03 11:40:01,1,35.333333333333336,15.17673658377628,0.0,17.000198364257812,39.06559944152832,288.6505126953125
1743669604.688166,2025-04-03 11:40:04,1,21.333333333333332,5.033222956847166,0.0,16.981840133666992,41.95427894592285,313.3211135864258
1743669608.113084,2025-04-03 11:40:08,1,23.333333333333332,7.023769168568492,0.0,17.006635665893555,19.167184829711914,280.70545196533203
1743669611.5038,2025-04-03 11:40:11,1,27.0,7.0,0.0,16.72673225402832,38.56229782104492,324.3536949157715
1743669614.941257,2025-04-03 11:40:14,1,19.0,3.605551275463989,0.0,17.27747917175293,20.8895206451416,288.0208492279053
1743669618.330717,2025-04-03 11:40:18,1,23.333333333333332,4.725815626252608,0.0,19.579410552978516,21.016836166381836,341.3357734680176
1743669621.76763,2025-04-03 11:40:21,1,18.0,1.7320508075688772,0.0,19.310951232910156,38.928985595703125,278.92541885375977
1743669625.164643,2025-04-03 11:40:25,1,16.666666666666668,1.1547005383792515,0.0,21.675825119018555,41.721343994140625,278.32579612731934
1743669628.570434,2025-04-03 11:40:28,1,22.333333333333332,10.115993936995679,0.0,20.740747451782227,39.78228569030762,294.32058334350586
1743669631.990925,2025-04-03 11:40:31,1,24.333333333333332,12.741009902410928,0.0,17.67277717590332,40.88544845581055,286.2577438354492
1743669635.400215,2025-04-03 11:40:35,1,20.333333333333332,0.5773502691896258,0.0,17.287492752075195,21.533727645874023,278.0733108520508
1743669638.781401,2025-04-03 11:40:38,1,23.666666666666668,7.637626158259733,0.0,17.805814743041992,19.09661293029785,303.0581474304199
1743669642.196455,2025-04-03 11:40:42,1,19.0,3.605551275463989,0.0,17.998695373535156,41.1374568939209,298.63810539245605
1743669645.608817,2025-04-03 11:40:45,1,25.666666666666668,5.859465277082315,0.0,19.711971282958984,17.108917236328125,295.9015369415283
1743669649.048008,2025-04-03 11:40:49,1,24.666666666666668,9.60902353693305,0.0,20.097970962524414,35.34269332885742,283.56480598449707
1743669652.442052,2025-04-03 11:40:52,1,23.333333333333332,7.767453465154029,0.0,17.209768295288086,17.956256866455078,305.6011199951172
